"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20211201 ~ 20211231"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"부산광역시 수영구 민락동","113-21","0113","0021","진로비치(201,202동)","59.36","202112","15","34,750","1","1997","광안해변로312번길 11","","중개거래","부산 수영구"
"부산광역시 수영구 민락동","159-2","0159","0002","진흥목화","69.84","202112","20","29,800","1","1985","감포로8번길 39","","중개거래","부산 수영구"
"부산광역시 수영구 민락동","11-1","0011","0001","태창파크","50.06","202112","10","38,000","2","1988","광남로 271","","중개거래","부산 수영구"
"부산광역시 수영구 민락동","11-1","0011","0001","태창파크","73.04","202112","18","45,000","6","1988","광남로 271","","중개거래","부산 수영구"
"부산광역시 수영구 민락동","11-1","0011","0001","태창파크","73.04","202112","18","45,000","6","1988","광남로 271","20220117","중개거래","부산 수영구"
"부산광역시 수영구 민락동","29-7","0029","0007","홍익라이프가동","84.96","202112","22","20,500","3","2003","광남로 251","","직거래","-"
"부산광역시 수영구 수영동","445-3","0445","0003","수영엔스타Ⅱ","41.906","202112","21","17,500","16","2013","수영로725번길 53","","중개거래","부산 남구"
"부산광역시 수영구 수영동","445-3","0445","0003","수영엔스타Ⅱ","41.906","202112","22","16,700","3","2013","수영로725번길 53","","중개거래","부산 수영구"
"부산광역시 연제구 거제동","676-329","0676","0329","거성","53.94","202112","27","15,500","4","1987","해맞이로43번길 16-6","","중개거래","부산 연제구"
"부산광역시 연제구 거제동","1467-1","1467","0001","거제동롯데캐슬","84.937","202112","27","59,500","21","2001","세병로 44","","중개거래","부산 수영구, 부산 연제구"
"부산광역시 연제구 거제동","1519","1519","0000","거제센트럴자이","84.995","202112","18","83,000","2","2018","법원북로 93","","중개거래","부산 연제구"
"부산광역시 연제구 거제동","1288-3","1288","0003","대우그린","84.285","202112","8","28,000","17","1993","월드컵대로 343","","직거래","-"
"부산광역시 연제구 거제동","728-1","0728","0001","대원","77.76","202112","30","29,500","2","1983","거제대로108번길 16","","중개거래","부산 연제구"
"부산광역시 연제구 거제동","1466-19","1466","0019","대호","54.09","202112","18","23,550","6","1996","거제천로255번길 53","","중개거래","부산 동래구"
"부산광역시 연제구 거제동","1466-19","1466","0019","대호","54.09","202112","18","23,550","6","1996","거제천로255번길 53","20220314","중개거래","부산 동래구"
"부산광역시 연제구 거제동","36-8","0036","0008","삼익퓨쳐타워","84.98","202112","6","34,000","31","2006","명륜로2번길 7","","직거래","-"
"부산광역시 연제구 거제동","1513","1513","0000","온천천2차동원로얄듀크","78.2467","202112","14","52,750","14","2013","거제천로269번길 41","","중개거래","부산 연제구"
"부산광역시 연제구 거제동","1464-3","1464","0003","우성","59.94","202112","14","24,000","6","1997","거제천로 255","","직거래","-"
"부산광역시 연제구 거제동","714-144","0714","0144","유림아시아드","146.1027","202112","8","62,000","8","2001","해맞이로 23","","중개거래","부산 연제구"
"부산광역시 연제구 거제동","714-144","0714","0144","유림아시아드","84.9706","202112","21","44,000","16","2001","해맞이로 23","","중개거래","부산 부산진구"
"부산광역시 연제구 거제동","150-8","0150","0008","청마마이우스","42.6025","202112","30","13,500","6","2003","명륜로 14","","중개거래","부산 연제구"
"부산광역시 연제구 거제동","840","0840","0000","현대","84.96","202112","1","69,000","4","1986","거제대로 198","20220331","중개거래","부산 연제구"
"부산광역시 연제구 연산동","2380","2380","0000","e편한세상연산더퍼스트","59.932","202112","24","45,000","36","2021","반송로 40","20220118","중개거래","부산 연제구"
"부산광역시 연제구 연산동","399-9","0399","0009","강일프라임빌","64.3902","202112","18","23,300","3","2017","안연로8번길 22","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","137","0137","0000","경남","62.81","202112","3","22,900","10","1994","고분로 260","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","137","0137","0000","경남","83.08","202112","8","21,500","1","1994","고분로 260","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","412-1","0412","0001","남산","56.52","202112","18","19,000","2","1980","과정로225번길 15","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1135-3","1135","0003","대진그린타워","84.95","202112","13","17,000","5","1993","쌍미천로84번길 59-10","","중개거래","부산 서구, 부산 연제구"
"부산광역시 연제구 연산동","1135-3","1135","0003","대진그린타워","84.95","202112","18","16,000","2","1993","쌍미천로84번길 59-10","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1135-3","1135","0003","대진그린타워","84.95","202112","23","15,500","2","1993","쌍미천로84번길 59-10","","중개거래","부산 서구, 부산 연제구"
"부산광역시 연제구 연산동","2311","2311","0000","더샵파크시티","69.9","202112","8","65,000","24","2015","안연로 33","","직거래","-"
"부산광역시 연제구 연산동","1829-1","1829","0001","동덕현대","75.33","202112","11","28,400","9","1994","연미로 14","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1829-1","1829","0001","동덕현대","75.33","202112","20","27,300","18","1994","연미로 14","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","469-13","0469","0013","라인빌라트","84.76","202112","13","20,500","4","2002","고분로235번길 39","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1936-21","1936","0021","루미랑스","69.7075","202112","12","31,000","3","2017","연수로 157","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1936-21","1936","0021","루미랑스","69.7075","202112","28","31,000","18","2017","연수로 157","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","469-7","0469","0007","마이네하임","75.17","202112","22","20,900","13","2016","과정로 174","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1386-11","1386","0011","명일리치빌","84.97","202112","9","23,500","5","2003","거제천로124번길 55","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","408-24","0408","0024","명품블루파크","47.1732","202112","6","19,300","4","2018","과정로251번길 45","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","408-24","0408","0024","명품블루파크","43.3741","202112","29","19,200","12","2018","과정로251번길 45","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","460","0460","0000","무궁화","62.91","202112","1","19,300","3","1983","온천천남로160번길 23","","직거래","-"
"부산광역시 연제구 연산동","2322","2322","0000","브라운스톤연제1단지","84.9558","202112","12","68,500","9","2016","연제로8번길 29","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","867-2","0867","0002","성일이안시티","47.8889","202112","4","18,300","3","2016","연제로 31","","중개거래","부산 부산진구"
"부산광역시 연제구 연산동","2317","2317","0000","센텀리버SKVIEW","64.0118","202112","4","54,100","5","2017","좌수영로 225","","중개거래","부산 연제구, 부산 해운대구"
"부산광역시 연제구 연산동","2317","2317","0000","센텀리버SKVIEW","64.0118","202112","28","53,000","2","2017","좌수영로 225","","중개거래","부산 동래구, 부산 연제구"
"부산광역시 연제구 연산동","822-6","0822","0006","시청스마트더블유","46.971","202112","31","25,000","6","2018","연수로 103","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1498-9","1498","0009","시청역더리체","64.76","202112","2","26,300","15","2018","신촌로 27","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","859-2","0859","0002","시청역퀸즈W","47.2498","202112","5","19,700","12","2016","연제로 7","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","859-2","0859","0002","시청역퀸즈W","48.6501","202112","27","22,100","15","2016","연제로 7","","중개거래","부산 부산진구"
"부산광역시 연제구 연산동","859-2","0859","0002","시청역퀸즈W","48.4853","202112","29","21,200","13","2016","연제로 7","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1837-5","1837","0005","신일아트빌","81.4","202112","9","14,000","11","2004","연수로 191","","중개거래","부산 수영구"
"부산광역시 연제구 연산동","1866-2","1866","0002","아이유파크(IU-PARK)","66.322","202112","11","35,000","7","2017","연수로 179","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","684-2","0684","0002","어반힐즈","54.75","202112","14","34,000","17","2018","월드컵대로 30","","직거래","-"
"부산광역시 연제구 연산동","382-26","0382","0026","에이스리버팰리스","59.87","202112","7","25,000","6","2016","과정로 262","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","704-6","0704","0006","에이스빌리지","84.96","202112","1","28,000","7","2000","중앙대로1066번길 24","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1299-6","1299","0006","에이젠아파트","35.22","202112","18","13,300","13","2008","중앙대로1065번길 50","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","2298","2298","0000","연산경동메르빌","75.7832","202112","19","60,000","36","2013","연수로 110","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","2352","2352","0000","연산더샵","84.9819","202112","7","72,500","5","2019","연수로 130","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","2335","2335","0000","연산동일동미라주더스타","77.3526","202112","3","55,000","3","2017","반송로 80","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","585-6","0585","0006","연산센터빌","59.98","202112","4","23,000","4","1995","거제천로230번길 53","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","585-6","0585","0006","연산센터빌","84.87","202112","8","37,500","14","1995","거제천로230번길 53","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","588-5","0588","0005","연산아이브","42.3652","202112","25","17,700","8","2016","중앙대로1134번길 46","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","243-18","0243","0018","연산엘지","84.99","202112","1","44,500","18","1999","고분로 200","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","243-18","0243","0018","연산엘지","59.997","202112","7","32,700","24","1999","고분로 200","","중개거래","부산 수영구, 부산 연제구"
"부산광역시 연제구 연산동","243-18","0243","0018","연산엘지","60","202112","29","30,700","21","1999","고분로 200","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1849-6","1849","0006","오양","60.5","202112","23","23,400","5","1979","배산북로 31","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1359-7","1359","0007","월성","84.24","202112","30","48,000","2","1984","중앙대로1043번길 11","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1299-32","1299","0032","전원금강빌","84.912","202112","31","25,000","8","2002","거제천로136번길 34","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1088","1088","0000","진일","42.28","202112","2","11,650","1","1981","고분로 136","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","578-4","0578","0004","창성골든빌비동","140.85","202112","11","37,000","4","2001","중앙대로1150번길 25","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","305-40","0305","0040","창신","61.8","202112","18","18,000","3","1982","과정로348번길 28","","중개거래","경북 포항북구, 부산 연제구"
"부산광역시 연제구 연산동","1305-12","1305","0012","킴스힐타워","50.0775","202112","2","21,000","21","2015","중앙대로1054번길 27","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","719-6","0719","0006","태경썬하우스텔","87.15","202112","10","25,500","3","1995","월드컵대로79번길 11","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1343-24","1343","0024","포세이돈투","43.36","202112","1","17,000","7","2014","월드컵대로145번길 99","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1873-30","1873","0030","한독","81.15","202112","30","40,800","5","1979","봉수로 15","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","387-1","0387","0001","한양(5차)","53.73","202112","4","46,500","3","1988","온천천남로 110","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","307-10","0307","0010","한양타워","84.26","202112","30","35,300","11","1992","과정로344번길 22","","중개거래","부산 연제구, 부산 해운대구"
"부산광역시 연제구 연산동","1492-2","1492","0002","해피모아빌","45.38","202112","16","14,000","7","2014","거제천로118번길 60","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","983-9","0983","0009","현대(983-9)","84.955","202112","16","28,500","8","1997","고분로112번길 23","","중개거래","부산 금정구, 부산 연제구"
"부산광역시 연제구 연산동","983-9","0983","0009","현대(983-9)","59.99","202112","18","24,500","18","1997","고분로112번길 23","","중개거래","부산 연제구"
"부산광역시 연제구 연산동","1386-25","1386","0025","형제아트빌","58.6","202112","13","15,000","3","2002","월드컵대로153번길 75","","중개거래","부산 남구"
"부산광역시 연제구 연산동","1386-25","1386","0025","형제아트빌","58.6","202112","28","12,000","4","2002","월드컵대로153번길 75","","중개거래","부산 연제구"
"부산광역시 영도구 남항동1가","51-1","0051","0001","한울시너스","48","202112","9","17,800","14","2014","남항로9번길 5","","중개거래","부산 영도구"
"부산광역시 영도구 남항동1가","51-1","0051","0001","한울시너스","43.55","202112","24","17,700","12","2014","남항로9번길 5","","중개거래","부산 영도구"
"부산광역시 영도구 대교동1가","95","0095","0000","영도봄여름가을겨울","76.6921","202112","28","37,900","23","2020","남항서로 131","","중개거래","부산 영도구"
"부산광역시 영도구 대평동1가","1","0001","0000","대동대교맨션","62.05","202112","24","40,000","4","1980","대평로 16","","중개거래","부산 남구, 부산 영도구"
"부산광역시 영도구 동삼동","265","0265","0000","경전","84.21","202112","16","21,500","7","1993","동삼동로 10","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-33","0510","0033","국제마마뉴비치타운","85.76","202112","30","23,300","13","1995","중리로 32","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1123","1123","0000","동삼그린힐","49.94","202112","6","16,500","9","1993","상리로 1","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1123","1123","0000","동삼그린힐","41.3","202112","11","13,500","11","1993","상리로 1","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1123","1123","0000","동삼그린힐","41.3","202112","28","13,000","2","1993","상리로 1","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-34","0510","0034","동삼동한진로즈힐","59.9793","202112","24","21,200","5","2004","와치로 294","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-37","0510","0037","동삼절영3","41.85","202112","9","10,330","19","1997","와치로 287","","직거래","-"
"부산광역시 영도구 동삼동","510-37","0510","0037","동삼절영3","41.85","202112","31","12,000","17","1997","와치로 287","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1189","1189","0000","롯데캐슬블루오션","74.97","202112","3","44,300","13","2017","절영로 524","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1189","1189","0000","롯데캐슬블루오션","59.96","202112","5","34,500","6","2017","절영로 524","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1124-2","1124","0002","반도보라비치타운","85.14","202112","15","25,200","15","1994","함지로 19","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-27","0510","0027","벽산비치","118.105","202112","31","30,600","7","1995","와치로 266","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","363-40","0363","0040","삼창파크맨션2동","61.8","202112","4","11,500","3","1986","절영로 550","20211210","중개거래","부산 서구"
"부산광역시 영도구 동삼동","363-40","0363","0040","삼창파크맨션2동","61.8","202112","4","11,500","3","1986","절영로 550","","중개거래","부산 서구"
"부산광역시 영도구 동삼동","363-46","0363","0046","삼창파크타운3차","74.79","202112","2","13,600","1","1989","동삼로29번길 7","","직거래","-"
"부산광역시 영도구 동삼동","680-12","0680","0012","에덴금호","121.44","202112","20","23,400","4","1995","태종로 702","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","680-12","0680","0012","에덴금호","59.22","202112","21","12,000","18","1995","태종로 702","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","680-12","0680","0012","에덴금호","83.52","202112","28","15,200","2","1995","태종로 702","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1170","1170","0000","영도일동미라주브라이튼(1단지)","84.9167","202112","22","40,500","15","2014","동삼북로 20","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","556-1","0556","0001","우일화랑","83.165","202112","27","11,200","6","1993","중리북로 16","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1145","1145","0000","유림노르웨이숲비치","59.6616","202112","7","19,000","8","2005","태종로 705","","직거래","-"
"부산광역시 영도구 동삼동","557","0557","0000","전원파크맨션","67.89","202112","7","11,040","5","1988","중리남로 12","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","557","0557","0000","전원파크맨션","67.89","202112","13","14,500","5","1988","중리남로 12","20220310","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","557","0557","0000","전원파크맨션","67.89","202112","13","14,500","5","1988","중리남로 12","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-11","0510","0011","절영(510-11)","46.27","202112","10","14,300","7","1995","중리로 41","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-11","0510","0011","절영(510-11)","46.27","202112","10","15,950","15","1995","중리로 41","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-11","0510","0011","절영(510-11)","46.27","202112","14","13,250","6","1995","중리로 41","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-2","0510","0002","절영(510-2)","46.27","202112","3","10,500","3","1995","와치로 231","","직거래","-"
"부산광역시 영도구 동삼동","510-2","0510","0002","절영(510-2)","46.27","202112","9","15,700","19","1995","와치로 231","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-2","0510","0002","절영(510-2)","46.27","202112","20","14,500","12","1995","와치로 231","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","510-2","0510","0002","절영(510-2)","46.27","202112","27","20,000","18","1995","와치로 231","","직거래","-"
"부산광역시 영도구 동삼동","510-2","0510","0002","절영(510-2)","46.27","202112","27","14,600","10","1995","와치로 231","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","656","0656","0000","조양비취맨션","53.85","202112","2","20,000","4","1985","절영로 504","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","656","0656","0000","조양비취맨션","53.85","202112","24","21,400","4","1985","절영로 504","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","227-233","0227","0233","태종파크맨션(227-233)","53.64","202112","13","8,100","2","1987","웃서발로 15","20211214","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","227-233","0227","0233","태종파크맨션(227-233)","53.64","202112","13","8,000","2","1987","웃서발로 15","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","325-232","0325","0232","한나라빌6동7동","84.98","202112","20","18,600","1","2002","와치로 175","20220108","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","325-232","0325","0232","한나라빌6동7동","84.98","202112","20","18,600","1","2002","와치로 175","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1124","1124","0000","함지그린","45.5","202112","9","25,500","4","1994","함지로 8","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1124","1124","0000","함지그린","57.09","202112","13","26,000","8","1994","함지로 8","","중개거래","부산 남구"
"부산광역시 영도구 동삼동","1124","1124","0000","함지그린","45.5","202112","15","19,750","4","1994","함지로 8","","중개거래","부산 영도구"
"부산광역시 영도구 동삼동","1124","1124","0000","함지그린","45.5","202112","24","22,000","14","1994","함지로 8","","중개거래","부산 영도구"
"부산광역시 영도구 봉래동1가","128-1","0128","0001","유원블루파크","59.832","202112","20","24,000","2","2018","대교로40번길 8","","중개거래","부산 영도구"
"부산광역시 영도구 봉래동3가","62-1","0062","0001","봉래","36.36","202112","30","2,500","3","1970","영봉길 182","","중개거래","부산 영도구"
"부산광역시 영도구 봉래동3가","137","0137","0000","오양대교맨션","64.2","202112","7","15,900","3","1991","대교로6번길 33","","중개거래","부산 영도구"
"부산광역시 영도구 봉래동3가","137","0137","0000","오양대교맨션","64.2","202112","7","16,000","3","1991","대교로6번길 33","20211221","중개거래","부산 영도구"
"부산광역시 영도구 봉래동4가","266","0266","0000","유진캐슬","84.91","202112","6","20,000","10","2014","봉래길 92-4","20220218","중개거래","부산 영도구"
"부산광역시 영도구 봉래동4가","266","0266","0000","유진캐슬","84.91","202112","6","19,690","10","2014","봉래길 92-4","","중개거래","부산 영도구"
"부산광역시 영도구 봉래동5가","45-2","0045","0002","한성맨션","45.79","202112","1","10,800","3","1979","태종로 188","","중개거래","부산 영도구"
"부산광역시 영도구 봉래동5가","30-1","0030","0001","한진중공업사원","60","202112","10","11,000","6","1998","하나길 753","","중개거래","부산 영도구"
"부산광역시 영도구 신선동2가","141-1","0141","0001","신선","36.36","202112","29","4,000","4","1969","중복길 384","20220215","중개거래","부산 중구"
"부산광역시 영도구 영선동2가","175","0175","0000","동부산아이존빌","84.949","202112","2","46,500","19","2004","영선대로 98","","중개거래","부산 영도구"
"부산광역시 영도구 영선동3가","8","0008","0000","더페로스","84.98","202112","6","28,000","10","2013","영선대로67번길 17","","중개거래","부산 영도구"
"부산광역시 영도구 영선동4가","186-46","0186","0046","반도보라","134.82","202112","3","51,000","4","2000","해안산책길 30","","중개거래","부산 영도구"
"부산광역시 영도구 영선동4가","186-46","0186","0046","반도보라","59.7","202112","6","29,000","15","2000","해안산책길 30","","중개거래","부산 영도구"
"부산광역시 영도구 영선동4가","1298","1298","0000","영선2동4동","36.36","202112","4","26,000","4","1969","절영로 227","","중개거래","부산 연제구, 부산 영도구"
"부산광역시 영도구 청학동","69-83","0069","0083","미주비치","70.75","202112","11","14,300","13","1999","일산봉로 62","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","69-83","0069","0083","미주비치","84.94","202112","24","16,750","10","1999","일산봉로 62","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","99-294","0099","0294","신영도롯데낙천대","59.9675","202112","7","17,200","6","2005","청학남로 48","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","99-294","0099","0294","신영도롯데낙천대","59.9675","202112","7","18,000","6","2005","청학남로 48","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","99-294","0099","0294","신영도롯데낙천대","84.97","202112","11","20,700","2","2005","청학남로 48","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","99-294","0099","0294","신영도롯데낙천대","84.97","202112","23","21,500","14","2005","청학남로 48","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","99-294","0099","0294","신영도롯데낙천대","59.9675","202112","27","17,200","19","2005","청학남로 48","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","536","0536","0000","영도신도브래뉴","84.961","202112","17","33,800","2","2009","태종로 260","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","50-1","0050","0001","원우","76.11","202112","15","15,000","9","2001","태종로 393","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","460-2","0460","0002","청운","36.3","202112","29","3,400","5","1977","와치로 23","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","446-4","0446","0004","청학스카이파크","84.85","202112","8","12,000","8","2003","청학남로13번길 11","","직거래","-"
"부산광역시 영도구 청학동","21-15","0021","0015","클래식시티","64.7087","202112","12","39,000","12","2017","청학동로 77","","중개거래","부산 해운대구"
"부산광역시 영도구 청학동","21-15","0021","0015","클래식시티","64.7087","202112","18","38,900","10","2017","청학동로 77","","중개거래","부산 해운대구"
"부산광역시 영도구 청학동","21-15","0021","0015","클래식시티","64.7087","202112","25","39,200","13","2017","청학동로 77","","중개거래","부산 해운대구"
"부산광역시 영도구 청학동","62-60","0062","0060","한라비치","84.83","202112","6","22,800","22","1994","태종로 428","","중개거래","부산 영도구"
"부산광역시 영도구 청학동","69-93","0069","0093","한일유앤아이","84.4042","202112","18","19,400","6","2005","일산봉로 58","","중개거래","부산 영도구"
"부산광역시 중구 대청동2가","19-2","0019","0002","그린시티","84.96","202112","20","36,000","9","2012","대청로 91-6","","중개거래","부산 중구"
"부산광역시 중구 대청동4가","79-1","0079","0001","새들맨션","84.13","202112","9","36,500","3","1981","중구로 81","","중개거래","부산 중구"
"부산광역시 중구 보수동1가","146-16","0146","0016","대암보수맨션","54.02","202112","13","10,000","3","1982","고가길 46","","중개거래","부산 중구"
"부산광역시 중구 보수동3가","73-35","0073","0035","보수3차봄여름가을겨울","59.0948","202112","24","19,780","3","2017","대청로 23","","중개거래","부산 서구"
"부산광역시 중구 보수동3가","73-35","0073","0035","보수3차봄여름가을겨울","41.4852","202112","24","16,813","3","2017","대청로 23","","중개거래","부산 서구"
"부산광역시 중구 보수동3가","73-35","0073","0035","보수3차봄여름가을겨울","41.4852","202112","24","16,813","3","2017","대청로 23","20220103","중개거래","부산 서구"
"부산광역시 중구 보수동3가","73-35","0073","0035","보수3차봄여름가을겨울","59.0948","202112","30","19,000","2","2017","대청로 23","","중개거래","부산 중구"
"부산광역시 중구 보수동3가","27-6","0027","0006","보수에코팰리스","72.8022","202112","28","35,110","20","2020","흑교로71번길 24","","직거래","-"
"부산광역시 중구 보수동3가","56","0056","0000","보수허브센티움","68.3525","202112","9","24,200","8","2016","흑교로45번길 28","20211222","중개거래","부산 중구"
"부산광역시 중구 보수동3가","56","0056","0000","보수허브센티움","68.3525","202112","9","24,200","8","2016","흑교로45번길 28","","중개거래","부산 중구"
"부산광역시 중구 부평동4가","2-2","0002","0002","대근하버빌타운","84.84","202112","30","17,000","7","2004","대청로 32","","중개거래","부산 동구"
"부산광역시 중구 신창동1가","4","0004","0000","용두산맨션","138.84","202112","29","33,800","3","1975","광복중앙로 27","","중개거래","부산 중구"
"부산광역시 중구 영주동","161","0161","0000","금호","84.59","202112","11","22,000","4","1997","영주로 51","","중개거래","부산 중구"
"부산광역시 중구 영주동","160","0160","0000","동아(160-0)","57.09","202112","22","15,800","14","1998","영주로 65","","중개거래","부산 서구"
"부산광역시 중구 영주동","92","0092","0000","동아(92-0)","73.56","202112","29","18,000","3","1998","영주로 73","","중개거래","부산 중구"
"부산광역시 중구 영주동","106-9","0106","0009","동주파크","56.4","202112","4","7,800","5","1983","망양로 405","","중개거래","부산 중구"
"부산광역시 중구 영주동","106-9","0106","0009","동주파크","77.83","202112","23","10,800","3","1983","망양로 405","","중개거래","부산 중구"
"부산광역시 중구 영주동","546-3","0546","0003","미소지움아파트","46.3956","202112","16","17,300","8","2014","중구로 182-1","","중개거래","부산 중구"
"부산광역시 중구 영주동","5","0005","0000","우남이채롬","59.5862","202112","31","21,800","6","2006","초량상로 13","","중개거래","부산 동구"
"부산광역시 중구 영주동","285-3","0285","0003","한성","81.49","202112","7","9,600","4","1979","영주로12번길 10-1","","중개거래","부산 동구"
"부산광역시 중구 영주동","285-3","0285","0003","한성","81.49","202112","7","11,000","4","1979","영주로12번길 10-1","","중개거래","부산 중구"
"부산광역시 중구 영주동","285-3","0285","0003","한성","71.47","202112","15","12,500","3","1979","영주로12번길 10-1","","중개거래","부산 동구"
"부산광역시 중구 영주동","285-3","0285","0003","한성","81.49","202112","24","11,400","5","1979","영주로12번길 10-1","","중개거래","부산 부산진구"
"부산광역시 중구 영주동","285-3","0285","0003","한성","71.47","202112","25","16,000","3","1979","영주로12번길 10-1","","중개거래","부산 중구"
"부산광역시 중구 영주동","285-3","0285","0003","한성","81.49","202112","28","15,500","5","1979","영주로12번길 10-1","","중개거래","부산 중구"
"부산광역시 중구 중앙동4가","40-15","0040","0015","동광맨션","60.16","202112","4","9,500","4","1976","동광길 66","","중개거래","부산 서구"
"부산광역시 해운대구 반송동","885","0885","0000","경동","59.58","202112","6","11,000","11","1995","신반송로 76","","직거래","-"
