"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20211201 ~ 20211231"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"경상남도 창원성산구 가음동","23-3","0023","0003","은아","49.83","202112","2","26,780","5","1987","원이대로883번길 6","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","23-3","0023","0003","은아","49.83","202112","6","29,000","4","1987","원이대로883번길 6","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","13","0013","0000","창원가음한화꿈에그린","84.9763","202112","26","74,700","10","2017","원이대로878번길 9","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","16","0016","0000","창원더샵센트럴파크2단지","84.8074","202112","10","70,000","4","2017","원이대로863번길 19","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","16","0016","0000","창원더샵센트럴파크2단지","84.8797","202112","21","70,000","16","2017","원이대로863번길 19","20220412","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","15","0015","0000","창원더샵센트럴파크3단지","98.8452","202112","11","82,000","16","2017","원이대로863번길 7","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","15","0015","0000","창원더샵센트럴파크3단지","98.8452","202112","14","82,000","16","2017","원이대로863번길 7","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","12","0012","0000","창원센텀푸르지오","73.7334","202112","10","66,000","3","2018","가음정로 59","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음동","12","0012","0000","창원센텀푸르지오","59.9573","202112","11","61,500","22","2018","가음정로 59","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음정동","391-10","0391","0010","소라","59.94","202112","2","11,850","3","1990","성산패총로178번길 51","","중개거래","경남 창원성산구, 경남 창원의창구"
"경상남도 창원성산구 가음정동","391-10","0391","0010","소라","59.94","202112","8","12,000","11","1990","성산패총로178번길 51","","중개거래","경남 창원성산구"
"경상남도 창원성산구 가음정동","391-10","0391","0010","소라","59.94","202112","28","13,800","11","1990","성산패총로178번길 51","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-26","0601","0026","남산효성해링턴플레이스","84.9013","202112","14","32,000","7","2018","정동로162번길 78","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-26","0601","0026","남산효성해링턴플레이스","79.3703","202112","16","29,900","6","2018","정동로162번길 78","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-1","0601","0001","대우2차아파트","67.75","202112","3","14,300","8","1991","정동로162번길 31","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-1","0601","0001","대우2차아파트","48.84","202112","3","8,500","9","1991","정동로162번길 31","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-1","0601","0001","대우2차아파트","80.88","202112","20","18,500","6","1991","정동로162번길 31","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-7","0601","0007","대우사원","37.74","202112","15","6,900","12","1991","정동로162번길 81","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-7","0601","0007","대우사원","48.84","202112","24","9,000","6","1991","정동로162번길 81","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남산동","601-4","0601","0004","한양","43.56","202112","29","7,000","8","1980","정동로162번길 69","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","1","0001","0000","동성","77.695","202112","6","27,300","5","1990","대암로 64","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","4","0004","0000","롯데","71.625","202112","14","26,000","13","1990","대암로 56","20211231","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","4","0004","0000","롯데","71.625","202112","14","26,000","13","1990","대암로 56","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","4","0004","0000","롯데","71.625","202112","14","26,000","13","1990","대암로 56","20211231","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","4","0004","0000","롯데","71.625","202112","29","26,500","3","1990","대암로 56","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","20","0020","0000","성원1차","84.97","202112","1","33,500","11","1991","대정로 73","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","20","0020","0000","성원1차","84.97","202112","25","33,900","12","1991","대정로 73","20220228","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","22","0022","0000","성원2차","84.92","202112","3","32,700","9","1992","대정로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","22","0022","0000","성원2차","79.69","202112","26","29,000","9","1992","대정로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","17","0017","0000","우성","83.46","202112","9","39,900","9","1989","대암로 22","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","23","0023","0000","위드파크아파트","58.451","202112","2","24,500","7","1998","가양로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","23","0023","0000","위드파크아파트","53.82","202112","7","19,000","15","1998","가양로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","23","0023","0000","위드파크아파트","51.48","202112","7","21,900","12","1998","가양로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","23","0023","0000","위드파크아파트","53.82","202112","9","20,900","11","1998","가양로 99","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","2","20,500","4","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","3","18,600","3","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","6","17,800","2","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","7","18,500","4","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","8","18,400","2","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","11","19,000","15","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","18","22,000","11","1995","대정로 84","","중개거래","경남 창원성산구, 서울 송파구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","18","19,750","4","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","22","20,000","9","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","22","20,000","9","1995","대정로 84","20220209","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","49.51","202112","22","18,000","10","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","24","0024","0000","피오르빌","39.7","202112","31","14,000","2","1995","대정로 84","","중개거래","경남 창원성산구"
"경상남도 창원성산구 남양동","16","0016","0000","한림엘리시온","84.8699","202112","20","40,500","3","2002","대암로 8","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-9","0454","0009","내동주공1단지","49.49","202112","3","12,900","5","1976","삼동로128번길 60","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-9","0454","0009","내동주공1단지","49.49","202112","6","12,270","2","1976","삼동로128번길 60","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-9","0454","0009","내동주공1단지","49.49","202112","24","13,000","2","1976","삼동로128번길 60","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","456-20","0456","0020","동성샛별타운","73.65","202112","10","15,300","6","1991","연덕로184번길 5","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-1","0454","0001","목련","41.223","202112","6","11,000","5","1979","삼동로128번길 65","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-1","0454","0001","목련","41.22","202112","8","12,500","4","1979","삼동로128번길 65","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-1","0454","0001","목련","41.22","202112","17","11,200","5","1979","삼동로128번길 65","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-1","0454","0001","목련","59.67","202112","24","16,000","5","1979","삼동로128번길 65","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-1","0454","0001","목련","41.223","202112","29","12,500","5","1979","삼동로128번길 65","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-11","0454","0011","삼미종합특수강","65.15","202112","1","13,700","2","1976","연덕로 183","20220128","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-11","0454","0011","삼미종합특수강","65.15","202112","1","12,700","5","1976","연덕로 183","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-11","0454","0011","삼미종합특수강","53.95","202112","11","11,000","5","1976","연덕로 183","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-11","0454","0011","삼미종합특수강","65.15","202112","16","14,000","1","1976","연덕로 183","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-11","0454","0011","삼미종합특수강","53.95","202112","18","10,500","4","1976","연덕로 183","20211224","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","454-11","0454","0011","삼미종합특수강","53.95","202112","18","10,500","4","1976","연덕로 183","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","452-14","0452","0014","월드메르디앙웨스턴애비뉴","59.9294","202112","3","22,200","9","2009","삼동로128번길 24","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","452-14","0452","0014","월드메르디앙웨스턴애비뉴","84.5558","202112","12","27,000","5","2009","삼동로128번길 24","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","452-14","0452","0014","월드메르디앙웨스턴애비뉴","59.9294","202112","20","21,000","13","2009","삼동로128번길 24","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","452-14","0452","0014","월드메르디앙웨스턴애비뉴","59.9294","202112","24","20,500","15","2009","삼동로128번길 24","","중개거래","경남 창원성산구"
"경상남도 창원성산구 내동","456-21","0456","0021","일성그라미","71.95","202112","4","17,000","3","1990","연덕로184번길 19","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202112","9","14,300","12","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202112","10","14,500","11","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202112","10","14,400","2","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","49.41","202112","11","17,500","13","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202112","14","14,500","14","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202112","15","12,900","1","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","49.41","202112","18","16,000","3","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","49.41","202112","22","16,000","15","1992","대정로 149","","직거래","-"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","49.41","202112","27","15,900","11","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202112","27","14,800","8","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","357","0357","0000","개나리1차","42.18","202112","27","14,900","7","1992","대정로 149","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202112","1","17,750","3","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","59.99","202112","3","25,200","15","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202112","6","19,400","14","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202112","9","18,300","19","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202112","10","18,200","10","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202112","15","14,500","2","1992","대정로 142","","직거래","-"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202112","23","19,000","17","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202112","23","17,000","15","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","59.99","202112","24","25,500","5","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202112","31","19,200","7","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","358","0358","0000","대동","49.94","202112","31","19,200","16","1992","대정로 142","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","371","0371","0000","대동디지털황토방","84.9026","202112","17","44,500","14","2001","창이대로881번길 8","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","367","0367","0000","대동황토방","114.9701","202112","2","49,800","17","2001","창이대로881번길 19","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","367","0367","0000","대동황토방","84.1272","202112","10","38,000","3","2001","창이대로881번길 19","20220114","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","367","0367","0000","대동황토방","59.2107","202112","11","29,850","5","2001","창이대로881번길 19","","중개거래","경남 창원성산구, 경남 창원의창구"
"경상남도 창원성산구 대방동","367","0367","0000","대동황토방","84.1272","202112","20","38,000","3","2001","창이대로881번길 19","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","376","0376","0000","대방그린빌","49.865","202112","4","15,700","2","1996","대암로 256","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","376","0376","0000","대방그린빌","49.865","202112","8","18,900","12","1996","대암로 256","20220113","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","376","0376","0000","대방그린빌","39.715","202112","19","14,700","13","1996","대암로 256","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","376","0376","0000","대방그린빌","39.715","202112","26","13,900","17","1996","대암로 256","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","374","0374","0000","대방동성","60","202112","1","23,500","20","1996","대암로 282","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","374","0374","0000","대방동성","60","202112","2","24,900","15","1996","대암로 282","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","374","0374","0000","대방동성","60","202112","8","25,300","14","1996","대암로 282","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","374","0374","0000","대방동성","60","202112","21","23,500","6","1996","대암로 282","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","374","0374","0000","대방동성","60","202112","25","24,900","17","1996","대암로 282","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","356","0356","0000","덕산타운1","49.94","202112","3","16,500","2","1990","대정로 131","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","356","0356","0000","덕산타운1","49.94","202112","14","19,200","8","1990","대정로 131","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","356","0356","0000","덕산타운1","59.95","202112","20","22,000","9","1990","대정로 131","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","356","0356","0000","덕산타운1","49.94","202112","22","18,800","18","1990","대정로 131","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","356","0356","0000","덕산타운1","49.94","202112","25","17,700","20","1990","대정로 131","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","375","0375","0000","덕산타운2","84.87","202112","11","30,000","2","1996","대암로 272","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","375","0375","0000","덕산타운2","84.87","202112","17","35,000","7","1996","대암로 272","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","59.34","202112","3","18,900","18","1992","대암로 82","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","8","11,400","10","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","10","9,400","1","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","11","12,200","8","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","11","13,600","2","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","12","11,500","14","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","13","12,500","12","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","13","13,500","6","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","13","11,500","12","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","13","13,500","12","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","14","13,800","2","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","15","13,800","2","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","18","11,500","13","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","84.96","202112","18","28,250","18","1992","대암로 82","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","20","13,500","12","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","84.96","202112","20","27,500","1","1992","대암로 82","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","20","12,100","13","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","20","12,400","9","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","84.96","202112","21","31,000","12","1992","대암로 82","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","21","13,500","16","1992","대암로 126","","직거래","-"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","23","12,000","17","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","59.34","202112","24","20,700","11","1992","대암로 82","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","24","12,000","7","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","27","11,900","5","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","28","12,000","7","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","28","13,700","10","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대방동","355","0355","0000","성원남산3차","47.97","202112","28","11,500","5","1992","대암로 126","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대원동","80-1","0080","0001","대동1차황토방","84.87","202112","13","25,300","3","1999"," 548","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대원동","80-1","0080","0001","대동1차황토방","84.87","202112","25","23,900","4","1999"," 548","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대원동","81","0081","0000","대원파크빌","52.92","202112","8","11,900","5","1997","삼동로 121","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대원동","81","0081","0000","대원파크빌","52.92","202112","8","11,600","12","1997","삼동로 121","","중개거래","경남 창원성산구, 경남 창원의창구"
"경상남도 창원성산구 대원동","40","0040","0000","포레나대원","84.2843","202112","11","75,500","7","2018","창원천로 34","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대원동","40","0040","0000","포레나대원","84.2843","202112","25","79,800","12","2018","창원천로 34","","중개거래","경남 창원성산구"
"경상남도 창원성산구 대원동","40","0040","0000","포레나대원","84.353","202112","27","71,500","5","2018","창원천로 34","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","10","0010","0000","노블파크","84.95","202112","1","60,000","12","2007","원이대로 449","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","10","0010","0000","노블파크","76.17","202112","7","57,200","14","2007","원이대로 449","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","10","0010","0000","노블파크","84.98","202112","27","64,000","15","2007","원이대로 449","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","10","0010","0000","노블파크","84.95","202112","29","68,500","2","2007","원이대로 449","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","10","0010","0000","노블파크","84.95","202112","29","68,500","5","2007","원이대로 449","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","10","0010","0000","노블파크","84.97","202112","29","69,000","10","2007","원이대로 449","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","8","0008","0000","럭키","49.485","202112","1","23,500","14","1989","반송로 105","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","8","0008","0000","럭키","59.22","202112","2","24,615","7","1989","반송로 105","","직거래","-"
"경상남도 창원성산구 반림동","8","0008","0000","럭키","49.485","202112","4","22,000","15","1989","반송로 105","20220414","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","8","0008","0000","럭키","49.485","202112","4","20,000","12","1989","반송로 105","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","8","0008","0000","럭키","76.11","202112","11","39,000","11","1989","반송로 105","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","8","0008","0000","럭키","76.11","202112","18","39,000","9","1989","반송로 105","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","8","0008","0000","럭키","49.485","202112","22","20,500","7","1989","반송로 105","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","18","0018","0000","트리비앙","76.03","202112","10","59,000","3","2006","원이대로 495","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","18","0018","0000","트리비앙","101.93","202112","13","65,000","12","2006","원이대로 495","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","18","0018","0000","트리비앙","84.99","202112","22","65,800","8","2006","원이대로 495","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","18","0018","0000","트리비앙","59.98","202112","30","49,000","8","2006","원이대로 495","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","3-1","0003","0001","현대1차","68.76","202112","20","33,000","5","1989","외동반림로 219","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","3-1","0003","0001","현대1차","68.76","202112","31","38,000","5","1989","외동반림로 219","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","4-1","0004","0001","현대2차","84.78","202112","9","49,000","13","1989","반송로 177","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반림동","4-1","0004","0001","현대2차","84.78","202112","10","46,800","11","1989","반송로 177","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반지동","24","0024","0000","까치2차","54.09","202112","17","15,900","15","1991","창원천로 256","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반지동","23","0023","0000","대동그린파크","70.11","202112","1","24,000","8","1990","창원천로 292","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반지동","23","0023","0000","대동그린파크","84.95","202112","9","28,500","11","1990","창원천로 292","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반지동","23","0023","0000","대동그린파크","120.66","202112","13","32,000","15","1990","창원천로 292","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반지동","23","0023","0000","대동그린파크","84.95","202112","13","29,000","14","1990","창원천로 292","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반지동","23","0023","0000","대동그린파크","120.66","202112","15","34,000","15","1990","창원천로 292","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반지동","23","0023","0000","대동그린파크","70.11","202112","18","27,000","14","1990","창원천로 292","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반지동","23","0023","0000","대동그린파크","70.11","202112","20","25,000","11","1990","창원천로 292","","중개거래","경남 창원성산구"
"경상남도 창원성산구 반지동","23","0023","0000","대동그린파크","70.11","202112","31","26,000","10","1990","창원천로 292","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","142","0142","0000","대동","52.77","202112","15","34,750","5","1988","신사로 106","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","143","0143","0000","동서","41.92","202112","4","32,500","1","1989","신사로 116","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","1","20,800","16","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","1","16,800","2","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","4","17,900","19","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","7","17,700","8","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","8","18,500","16","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","9","21,500","13","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","9","16,100","8","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","10","17,600","2","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","12","18,250","1","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","84.71","202112","13","35,400","6","1992","창이대로 737","","중개거래","경남 창원성산구"
"경상남도 창원성산구 사파동","93","0093","0000","동성","49.5","202112","13","20,000","10","1992","창이대로 737","","중개거래","경남 창원성산구"
